#Frame      Mode1    Mode2    Mode3
    6790  102.219   10.090   81.916
    6791  108.994    9.972   80.688
    6792  111.925    2.920   75.029
    6793  115.317    5.246   74.663
    6794  122.413    8.009   65.678
    6795  117.805   16.046   77.176
    6796  116.246   10.869   72.616
    6797  106.290   12.009   76.911
    6798  113.479   14.546   78.083
    6799  112.372    8.807   78.995
    6800  110.402   16.481   88.928
    6801  113.696    5.951   79.388
    6802  113.247    9.939   75.780
    6803  122.157   12.743   80.940
    6804  117.090   11.420   80.410
    6805  119.579    7.465   71.655
    6806  125.745    2.936   70.418
    6807  127.001    9.499   82.043
    6808  121.537   -1.408   80.823
    6809  131.144    6.557   88.867
    6810  126.560   13.424   87.261
    6811  126.452   14.871   89.272
    6812  120.879   15.944   90.189
    6813  128.096    7.475   88.126
    6814  116.899    8.430   89.160
    6815  114.361   13.230   87.528
    6816  116.531    7.640   86.856
    6817  108.369    8.617   86.790
    6818  116.770    3.373   87.288
    6819  111.478   12.988   85.794
    6820  107.206   12.513   95.651
    6821  101.501   12.912  100.216
    6822  107.100   15.445  100.151
    6823  113.079   18.621   89.847
    6824  121.632   18.940   90.455
    6825  130.781   10.263   95.360
    6826  121.890    5.822   90.757
    6827  120.816   -6.499   87.015
    6828  118.987   -1.461   93.637
    6829  115.604    1.763   80.174
    6830  114.859    5.211   79.470
    6831  118.619    4.344   74.639
    6832  115.899    5.230   84.874
    6833  113.027   -2.309   74.762
    6834  109.466    4.575   80.731
    6835  103.100   -0.084   76.243
    6836  104.581   -4.198   68.628
    6837  102.289    4.460   59.659
    6838  101.557    5.664   65.409
    6839  110.190   17.498   78.093
    6840  114.545   11.494   68.311
    6841  112.244   -0.994   59.930
    6842  110.230   -2.715   69.492
    6843  111.885   -8.762   56.570
    6844  102.188   -0.437   64.277
    6845  107.470   -5.064   65.539
    6846  107.456   -6.601   58.228
    6847  114.068    1.910   65.036
    6848  115.345    8.898   64.306
    6849  126.106    5.951   65.859
    6850  119.496    7.360   62.605
    6851  116.049    6.783   61.881
    6852  121.022   -4.576   69.842
    6853  122.755    6.934   58.539
    6854  121.159    0.497   65.375
    6855  120.091   -1.280   64.263
    6856  113.927   -4.795   65.006
    6857   94.200   -8.098   76.187
    6858   96.138   -1.583   74.153
    6859  104.183   -6.769   70.402
    6860   99.109   -7.792   68.264
    6861   98.054   -6.980   66.423
    6862  103.443  -10.145   63.686
    6863  102.835   -1.811   64.782
    6864  109.499   -5.689   64.166
    6865  109.653    3.197   72.113
    6866  119.656   -3.750   72.893
    6867  121.674   -1.289   70.116
    6868  116.526   -7.220   77.986
    6869  113.346   -3.902   67.376
    6870  114.685   -6.633   66.938
    6871  105.031   -9.643   75.146
    6872   99.623    3.727   70.342
    6873  107.490  -10.337   79.177
    6874  108.268   -9.044   71.910
    6875  111.521  -16.216   63.655
    6876  112.713  -10.444   60.051
    6877  117.692  -10.895   59.276
    6878  115.379   -9.572   58.650
    6879  114.180   -7.860   65.887
    6880  111.937  -11.779   68.299
    6881  111.642  -11.555   75.064
    6882  107.875  -17.364   79.305
    6883  107.775  -25.884   70.951
    6884  109.889  -12.939   67.615
    6885  111.544   -9.460   58.075
    6886   95.133  -14.509   58.207
    6887  104.092  -12.037   55.271
    6888  113.587  -21.143   52.726
    6889  107.356  -23.763   59.254
    6890  108.768  -25.297   58.616
    6891  107.711  -20.633   60.281
    6892  103.717  -18.045   68.688
    6893  110.602  -12.199   68.960
    6894  109.232   -7.949   71.976
    6895  106.200   -7.526   59.077
    6896  113.050  -14.022   59.955
    6897  106.983  -14.523   65.602
    6898  111.194  -11.641   75.409
    6899  111.882  -12.790   68.741
    6900  115.124   -9.937   69.291
    6901  109.941   -6.768   75.083
    6902  102.296   -6.377   74.566
    6903  106.239  -14.232   73.473
    6904  114.007   -7.124   71.737
    6905  105.349   -4.047   73.733
    6906  102.642   -2.596   69.604
    6907  114.949   -7.658   64.101
    6908  105.673   -5.903   60.548
    6909  109.969   -3.281   68.058
    6910  105.248   -6.821   74.514
    6911  107.985    0.990   76.078
    6912  107.343   -9.429   75.135
    6913  111.770  -14.709   69.099
    6914  115.694   -9.106   71.275
    6915  113.358   -5.848   74.269
    6916  107.697   -1.853   69.064
    6917  111.186    4.688   79.029
    6918  120.400   11.264   78.632
    6919  117.778   -3.160   66.727
    6920  112.121    6.964   75.694
    6921  110.332    6.785   71.117
    6922  110.087    7.742   71.190
    6923  111.151    1.892   77.264
    6924  128.287   -6.569   75.472
    6925  124.211    0.993   66.193
    6926  130.925    1.921   67.474
    6927  124.012   -1.497   75.186
    6928  124.416   -2.339   59.048
    6929  126.476   -6.034   60.277
    6930  124.421   -2.870   62.776
    6931  126.892   -2.377   58.138
    6932  131.354   -0.730   65.422
    6933  142.087  -13.683   64.347
    6934  135.965   -7.354   77.945
    6935  131.762  -11.618   59.918
    6936  126.743   -0.483   57.022
    6937  128.607    0.300   63.571
    6938  128.712    4.451   68.575
    6939  122.101    5.826   57.004
    6940  122.177    7.307   50.100
    6941  133.386    8.521   61.951
    6942  125.631    6.336   54.418
    6943  134.398   12.428   59.064
    6944  133.447   12.354   53.394
    6945  137.841   12.413   57.079
    6946  143.294   12.628   51.450
    6947  144.141    4.006   54.259
    6948  143.451    0.170   51.685
    6949  147.718    0.816   53.349
    6950  152.433   -2.471   53.828
    6951  143.080  -10.642   47.020
    6952  137.977   -4.103   63.679
    6953  133.343    0.987   59.610
    6954  134.115   -4.370   53.048
    6955  124.979   -8.837   51.265
    6956  118.747   -0.589   50.316
    6957  117.121    8.591   52.822
    6958  110.041    6.754   61.653
    6959  123.922    8.098   61.864
    6960  116.735   -0.560   52.923
    6961  123.338    8.025   44.846
    6962  116.362    3.130   50.117
    6963  113.792    4.070   45.690
    6964  107.522   15.735   48.760
    6965  112.173   21.356   45.076
    6966  100.971   19.431   53.967
    6967  101.501   21.243   53.660
    6968  108.048   16.831   63.133
    6969  107.683   14.863   72.674
    6970  100.052    4.509   63.734
    6971  106.953   11.430   79.795
    6972   98.967   20.782   64.311
    6973   99.879   22.033   66.092
    6974  105.777   26.393   81.649
    6975  104.918   33.444   76.908
    6976  109.339   32.464   73.074
    6977  108.462   35.264   63.826
    6978  119.024   28.367   61.169
    6979  115.282   22.904   47.686
    6980  108.610   35.944   52.930
    6981  110.014   30.638   53.853
    6982  108.886   29.882   52.500
    6983  105.416   21.781   55.403
    6984  106.298   24.781   50.305
    6985  104.619   21.453   40.759
    6986  104.403   11.485   43.902
    6987  104.949   16.759   41.536
    6988  103.430   11.343   61.123
    6989  112.882    8.770   52.427
    6990  112.899   14.212   52.151
    6991  113.627   15.804   54.536
    6992  104.737   21.877   52.108
    6993  108.109   27.116   56.869
    6994  110.540   16.693   56.760
    6995  111.145   30.729   57.963
    6996  117.109   21.911   51.435
    6997  109.056   22.777   62.235
    6998  105.183   13.247   66.984
    6999  110.112    9.709   62.124
    7000  109.618   17.456   71.095
    7001  106.872   17.202   61.330
    7002  101.619   14.945   55.698
    7003   95.210   16.580   63.126
    7004   99.615   19.553   56.524
    7005  101.977   24.261   61.178
    7006  100.924   16.143   58.956
    7007  107.282   15.434   64.794
    7008  101.629   22.759   66.238
    7009  107.689   13.747   65.371
    7010  117.524   13.339   68.437
    7011  110.770   13.542   62.173
    7012  109.959   18.916   65.256
    7013  105.697   21.886   60.180
    7014  101.554   12.242   55.227
    7015  104.257   12.145   51.994
    7016  107.808   17.388   56.424
    7017  108.414   14.966   49.485
    7018  110.545    8.887   55.665
    7019  118.904   10.479   42.281
    7020  123.057   22.816   34.498
    7021  130.852   21.869   39.223
    7022  120.322   27.191   42.096
    7023  108.793   28.013   37.057
    7024  113.583   29.837   31.248
    7025  111.753   24.135   34.669
    7026   96.163   22.633   36.911
    7027  103.776   12.811   47.963
    7028  107.029   16.228   48.278
    7029  100.003   25.336   45.253
    7030   99.338   20.152   40.573
    7031  110.897   22.395   52.470
    7032   99.205   29.171   52.865
    7033  102.556   31.120   60.468
    7034  100.432   31.413   59.442
    7035  100.692   21.867   63.952
    7036  105.115   27.080   57.527
    7037   98.193   30.024   58.297
    7038  107.798   42.641   62.064
    7039  108.103   23.509   58.578
    7040  106.222   21.253   44.784
    7041  114.811   11.792   49.848
    7042  107.079    7.721   46.709
    7043  100.369    8.863   45.922
    7044  103.777    6.689   48.108
    7045  102.527   14.894   48.306
    7046  105.791    7.482   48.638
    7047  113.678   13.269   53.006
    7048  114.521    2.330   50.634
    7049  113.420   10.119   60.253
    7050  113.534    3.700   69.186
    7051  116.976    7.618   66.797
    7052  122.394   10.758   58.677
    7053  129.767   15.298   61.502
    7054  134.207   10.168   68.423
    7055  130.756   14.175   56.507
    7056  127.791    9.116   62.576
    7057  125.797   13.648   66.885
    7058  122.539    8.051   71.814
    7059  122.358   14.349   73.326
    7060  124.331   25.106   70.057
    7061  118.064   25.995   57.925
    7062  120.839   12.923   52.156
    7063  123.011   11.306   53.482
    7064  127.385    8.539   53.897
    7065  126.699    4.438   58.154
    7066  127.689    8.468   66.001
    7067  118.706   12.976   68.668
    7068  123.860    7.679   62.048
    7069  117.777    2.956   61.811
    7070  116.472   -0.433   67.450
    7071  103.020   -2.695   71.032
    7072  109.250   -0.701   70.882
    7073  115.269    3.268   62.898
    7074  117.656    8.873   66.443
    7075  109.586    1.861   63.614
    7076  104.663    3.704   70.658
    7077  101.133    4.856   68.543
    7078  115.318    9.622   68.196
    7079  111.763    9.106   71.860
    7080  108.031    3.216   69.814
    7081   96.164   -7.197   69.334
    7082   99.803   -8.873   70.534
    7083  104.976  -17.266   76.638
    7084   98.262  -10.835   83.434
    7085  104.218  -12.078   75.219
    7086  107.138  -14.617   77.306
    7087  116.194  -11.194   76.016
    7088  118.910   -7.244   80.357
    7089  110.833   -8.229   78.353
    7090  117.592   -9.913   83.565
    7091  116.232   -0.971   80.364
    7092  117.649    7.708   86.472
    7093  111.002   10.087   85.265
    7094  114.207    9.802   80.634
    7095  105.756    6.800   84.173
    7096  100.252   11.589   85.209
    7097  107.879    8.175   84.412
    7098  112.287   -1.504   86.858
    7099  106.940   -5.752   90.981
    7100  111.333    8.768   94.435
    7101  104.821    2.661   85.037
    7102  102.907    3.240   85.466
    7103   98.379   -3.350   90.354
    7104  102.834   -0.916   89.931
    7105  104.590    2.060   84.978
    7106  106.424    5.231   91.710
    7107  110.432    5.492   92.643
    7108  108.631   16.516   91.946
    7109  104.340   16.485   87.570
    7110   94.033   13.867   88.432
    7111   98.517   16.259   82.604
    7112  100.078   12.702   81.549
    7113  105.067   16.887   81.390
    7114   96.302   17.344   82.112
    7115   98.099   28.165   83.874
    7116   98.418   21.100   77.194
    7117  108.732   31.424   85.124
    7118  102.517   27.552   86.519
    7119  104.138   34.458   98.266
    7120  105.934   31.188   98.459
    7121  103.940   24.827  110.018
    7122  108.386   22.674  111.635
    7123  114.963   18.958  100.888
    7124  117.667   19.812  113.268
    7125  112.246   22.504  108.125
    7126  105.691   24.763  100.974
    7127   99.138   29.992   98.225
    7128  102.602   25.035  107.364
    7129  102.782   16.779   97.406
    7130   98.169   17.847   95.702
    7131   99.529   24.031  102.131
    7132   98.852   25.707   95.471
    7133   98.870   32.976   97.202
    7134  106.249   27.174   93.086
    7135  102.537   26.401  109.009
    7136  105.389   25.242   95.606
    7137  110.960   17.594  104.951
    7138  118.106   12.974   94.458
    7139  100.918   23.097  104.849
    7140  111.016   24.644  102.311
    7141  112.113   15.389   98.233
    7142  113.617   10.429   96.609
    7143  111.239   16.466   87.550
    7144  108.377   13.024   92.736
    7145  108.838   14.707   96.756
    7146  108.152    9.221   93.232
    7147  108.815   10.605   88.944
    7148  124.187    3.403   87.733
    7149  123.789    7.267   90.021
    7150  115.412   11.736   93.168
    7151  107.780   18.565   93.932
    7152  100.567   14.049   91.013
    7153   91.863   11.355   87.786
    7154   94.867    8.407   78.477
    7155   97.814   11.428   89.228
    7156  101.721   13.217   92.458
    7157  102.817    4.631   91.037
    7158  103.924   -1.566   98.559
    7159  103.730   -0.748   98.832
    7160  111.113   -7.549  102.039
    7161  117.633   -9.997  108.755
    7162  115.748   -7.574  109.282
    7163  114.698    2.495  104.569
    7164  108.118   13.158   98.140
    7165  105.516   12.805   90.056
    7166  103.219   16.203   88.937
    7167  102.830    7.224   85.410
    7168  111.444    5.927   92.081
    7169  118.409    8.592   81.956
    7170  118.182   15.812   84.440
    7171  117.289   10.376   81.083
    7172  117.586    0.260   86.011
    7173  112.281    2.052   78.737
    7174  111.652    8.117   85.618
    7175   93.198    5.253   80.339
    7176   98.429    0.724   85.786
    7177  105.656    0.189   77.066
    7178  107.415    1.848   85.041
    7179   93.603   11.688   91.402
    7180   97.369   12.587   88.327
    7181  100.449   17.651   92.717
    7182  105.233   15.909   91.902
    7183  104.284    6.726   92.969
    7184  106.848   13.639   89.950
    7185  110.949    9.817   84.724
    7186  109.602    8.405   73.544
    7187  106.179   10.633   68.671
    7188   94.596   15.033   65.391
    7189  108.529   20.829   57.764
    7190  104.802   15.167   66.317
    7191  108.762   10.251   63.025
    7192   98.310   12.384   56.783
    7193   99.514   13.360   49.280
    7194  103.090   11.646   56.822
    7195  104.331   11.999   50.697
    7196  101.899    8.123   56.743
    7197  107.518   14.687   58.162
    7198  102.243   14.067   55.432
    7199  105.903    4.913   54.927
    7200  111.644    2.321   58.877
    7201  111.663   -0.457   58.917
    7202  113.917    7.412   71.368
    7203  119.902   10.472   72.402
    7204  119.835   12.565   74.446
    7205  118.845   12.635   72.773
    7206  125.229    6.036   72.220
    7207  134.305    0.305   68.263
    7208  130.031    3.727   71.373
    7209  130.818   -4.055   66.720
    7210  117.988    3.133   70.617
    7211  115.832   -1.182   71.611
    7212  110.238   11.870   77.047
    7213  109.904   10.375   73.492
    7214  103.035   13.647   76.099
    7215  102.065   12.461   63.521
    7216   99.481   10.698   73.712
    7217  104.082    5.546   73.477
    7218  109.557   24.066   91.102
    7219  113.230   19.646   90.298
    7220  101.771   19.344   81.463
    7221   95.805   26.474   91.707
    7222   99.409   26.963   94.536
    7223  114.389   15.452   82.096
    7224  113.186   20.445   83.274
    7225  102.735   17.604   91.194
    7226  111.964   16.354   80.047
    7227  108.360    7.609   73.350
    7228  111.449   13.532   70.349
    7229  121.091    9.959   69.941
    7230  117.924    8.849   78.968
    7231  121.285    2.559   82.645
    7232  122.293    3.372   84.463
    7233  126.184   -5.009   78.430
    7234  123.939  -10.215   75.463
    7235  135.983   -4.426   71.094
    7236  144.246   -5.043   68.919
    7237  137.429   -2.694   76.628
    7238  144.514   -2.478   72.547
    7239  130.215   -8.582   79.376
    7240  136.113   -7.508   75.911
    7241  131.868   -6.547   77.403
    7242  130.840   -4.869   82.970
    7243  125.689   -0.643   78.778
    7244  128.962    9.159   85.959
    7245  123.798   13.615   80.429
    7246  127.875   11.773   81.005
    7247  118.801   19.583   84.184
    7248  116.385   10.000   78.951
    7249  117.403    2.868   88.516
    7250  122.703    4.281   89.594
    7251  126.126    1.238   87.758
    7252  119.366   -0.570   91.988
    7253  118.657   -4.837   86.228
    7254  119.933   -4.887   86.165
    7255  119.629   -0.910   91.057
    7256  114.332    6.638   87.601
    7257  109.077   -7.465   91.567
    7258  119.102   -3.037   84.555
    7259  120.687   -3.277   80.680
    7260  116.053   -1.479   94.934
    7261  110.396    0.149  101.665
    7262  109.913   -5.684  105.761
    7263  114.676   -1.660  104.772
    7264  108.150    0.426  109.254
    7265  108.812    9.588   98.459
    7266  116.906   -3.610   93.526
    7267  121.188    0.738  108.672
    7268  107.127  -10.956  105.951
    7269  112.479  -12.727  110.827
    7270  109.668  -12.612  111.407
    7271  114.418  -14.007  109.188
    7272  118.811  -11.136  102.168
    7273  122.639  -12.600   93.577
    7274  109.805   -3.675   88.123
    7275  111.251    1.602   92.657
    7276  110.392    8.129   85.824
    7277  109.689    7.060   91.417
    7278  118.345    4.984   97.078
    7279  113.220    8.368   97.156
    7280  118.861   14.619  108.823
    7281  121.633   18.966  104.428
    7282  126.398   15.679  100.643
    7283  123.233    7.976   95.498
    7284  118.363   13.034   84.133
    7285  116.177   15.986   95.798
    7286  112.023   20.266   87.933
    7287  120.646   23.881   93.236
    7288  122.058   21.208   80.968
    7289  120.429   13.655   85.265
    7290  117.183    7.893   85.290
    7291  103.043   12.244   88.453
    7292  113.091    5.320   96.161
    7293  111.118    1.285   94.824
    7294  107.745   -0.660   91.301
    7295  114.727    2.554   97.377
    7296  115.705   -2.417   94.169
    7297  109.650    7.638   83.272
    7298  116.425    0.568   87.668
    7299  114.416    3.199   75.806
    7300  115.942    3.319   90.325
    7301  117.477    1.026   79.996
    7302  109.782    4.304   86.927
    7303  123.183    3.511   81.740
    7304  125.593    8.033   81.758
    7305  129.367   11.789   86.197
    7306  130.839   16.371   92.830
    7307  132.738   15.847   83.897
    7308  129.507   25.513   88.892
    7309  123.540   25.116   95.721
    7310  115.481   20.134   91.571
    7311  122.337    9.265   91.664
    7312  110.314   15.542   88.226
    7313  108.706   12.561   92.412
    7314  105.543   15.819   90.577
    7315  115.684    8.011   98.701
    7316  111.844   10.328   89.698
    7317  119.268   10.774   86.394
    7318  118.424   20.234   96.264
    7319  122.742   12.488   96.479
    7320  130.424    7.653   86.859
    7321  122.281    7.145   81.361
    7322  124.174    0.437   83.794
    7323  123.424   12.330   83.175
    7324  129.322   22.575   89.566
    7325  122.502   26.548   81.381
    7326  118.618   25.611   84.490
    7327  119.811   10.628   79.694
    7328  107.324    5.031   85.107
    7329  113.332    8.227   76.504
    7330  120.696   -0.166   77.245
    7331  118.916    5.481   72.251
    7332  113.583    8.421   83.054
    7333  102.911    9.052   85.431
    7334  106.499   14.078   95.470
    7335  104.809   12.960   96.378
    7336  105.481   -0.977   80.646
    7337  108.996   -1.647   80.385
    7338  110.748   -2.718   73.748
    7339  113.640   -4.592   77.043
    7340  112.340    2.061   84.337
    7341  112.793    0.653   78.843
    7342  118.615   -2.040   75.310
    7343  118.898    3.495   63.394
    7344  115.509   -2.931   69.074
    7345  112.786   -7.183   73.369
    7346  111.012   -2.947   76.456
    7347  103.328    8.369   81.823
    7348  108.776   12.145   81.152
    7349  113.229    1.619   62.306
    7350  109.476   14.359   70.433
    7351  111.035   20.815   77.511
    7352  113.855   25.076   77.839
    7353  117.287   16.267   70.840
    7354  106.704   10.965   75.781
    7355  113.499   16.550   79.531
    7356  113.564   25.095   64.527
    7357  117.235    5.842   72.974
    7358  112.174    1.339   64.109
    7359  116.299    0.608   68.374
    7360  102.082   -9.279   78.719
    7361  103.464   -1.961   73.099
    7362  105.164   -6.193   68.773
    7363  102.704    5.659   64.418
    7364  106.418   -2.027   77.797
    7365   99.696   -9.286   71.586
    7366  107.792   -5.584   73.893
    7367  106.594    4.553   85.055
    7368  106.420   -9.027   76.238
    7369  108.006  -10.110   75.428
    7370  112.438   -6.966   73.003
    7371  118.119  -10.907   72.515
    7372  109.665   -8.116   73.934
    7373  118.262   -4.053   74.091
    7374  125.452   -2.089   67.851
    7375  122.741   -0.389   73.294
    7376  117.845    7.712   71.054
    7377  117.642   16.265   72.405
    7378  118.853    9.068   74.801
    7379  116.259    8.209   72.162
    7380  115.049    0.122   68.098
    7381  118.985   10.244   62.126
    7382  109.884    9.448   66.424
    7383  108.542    8.710   75.734
    7384  107.120    0.909   85.277
    7385  104.598   -3.892   76.130
    7386  108.936    5.929   73.567
    7387  103.405    7.880   65.918
    7388  108.015    5.470   84.369
    7389   95.435   10.174   67.633
    7390  107.586    1.908   78.727
    7391  105.233    3.539   78.049
    7392  107.170    6.352   86.459
    7393  109.875    3.015   83.147
    7394  106.280    2.341   74.650
    7395  107.570    2.891   74.438
    7396  103.741    0.209   82.857
    7397  102.417    3.711   71.098
    7398  104.427    8.627   78.798
    7399  102.744    8.933   77.644
    7400  105.893   -3.095   77.729
    7401  103.445    3.523   78.414
    7402  115.858   12.780   69.889
    7403  119.739   18.255   65.863
    7404  115.956   16.290   77.853
    7405  115.626   15.876   83.035
    7406  119.553    9.486   80.000
    7407  119.077   13.689   94.404
    7408  124.447   13.495   85.345
    7409  122.673    5.905   80.907
    7410  122.273    2.345   78.250
    7411  127.267   12.901   78.194
    7412  116.337   15.818   86.385
    7413  116.246   18.590   83.901
    7414  117.585   11.756   74.143
    7415  129.721    5.696   67.417
    7416  130.739    2.214   63.260
    7417  127.398   11.204   64.590
    7418  124.948   17.043   64.623
    7419  132.370   16.023   64.143
    7420  119.306   18.258   68.528
    7421  117.878    9.410   67.463
    7422  127.101    8.186   72.348
    7423  126.344   12.191   74.228
    7424  132.862    4.740   68.502
    7425  124.400    2.618   74.963
    7426  126.197   11.106   64.147
    7427  133.601    9.772   58.212
    7428  126.611   11.409   60.920
    7429  122.396    2.863   67.495
    7430  115.941   -0.669   58.436
    7431  113.760    4.030   47.169
    7432  106.779    8.772   49.597
    7433  108.604   17.493   50.742
    7434  122.552   15.479   48.195
    7435  125.101   11.691   51.640
    7436  115.808   11.917   51.447
    7437  129.193    6.191   46.397
    7438  128.270    1.927   43.575
    7439  132.719    3.250   45.980
    7440  134.899   11.243   52.840
    7441  128.065    8.219   59.495
    7442  121.545   10.109   63.163
    7443  133.922   14.169   59.630
    7444  130.452    9.048   73.132
    7445  133.523    7.451   65.333
    7446  136.894    5.905   53.251
    7447  138.862   11.651   59.635
    7448  130.878   13.353   54.245
    7449  119.829   13.327   61.708
    7450  125.753   15.144   65.525
    7451  130.382   27.796   78.083
    7452  129.039   25.932   73.244
    7453  127.311   23.029   66.685
    7454  131.994   19.415   73.355
    7455  128.171   16.816   62.739
    7456  121.929   18.107   64.690
    7457  121.017   16.406   62.108
    7458  120.735   14.136   63.212
    7459  120.610   16.771   63.715
    7460  116.332   21.683   63.002
    7461  122.387   13.419   73.581
    7462  110.731   10.679   78.385
    7463  117.918    5.308   69.385
    7464  119.659    3.536   72.001
    7465  114.745    7.707   69.183
    7466  123.157  -14.603   66.996
    7467  122.023   -7.023   64.941
    7468  133.257  -14.884   58.130
    7469  128.728  -16.277   53.918
    7470  121.129   -7.880   64.144
    7471  121.947  -14.095   60.014
    7472  117.982   -3.169   56.023
    7473  117.417   -7.203   72.583
    7474  128.567   -8.419   71.221
    7475  117.100    1.571   74.074
    7476  118.517    7.047   66.388
    7477  124.092    4.723   71.172
    7478  129.263   -1.249   61.379
    7479  127.280    5.932   59.670
    7480  133.070   -0.928   48.491
    7481  129.679   -3.028   63.883
    7482  134.067   -1.920   54.096
    7483  133.122   -5.355   59.355
    7484  128.448   -1.381   66.606
    7485  130.281    2.222   75.065
    7486  131.171    2.518   58.045
    7487  134.785    4.859   64.874
    7488  139.828    3.728   65.561
    7489  135.646    4.461   74.669
    7490  132.632    6.381   75.700
    7491  129.516   -6.324   64.824
    7492  127.264   -0.522   68.764
    7493  128.000   12.458   69.591
    7494  128.214   20.205   77.660
    7495  125.973   16.258   62.880
    7496  129.701   14.087   64.587
    7497  134.531   10.206   74.814
    7498  139.600   12.889   67.174
    7499  132.528   16.549   66.525
    7500  133.513   15.421   52.489
    7501  132.668    8.720   49.924
    7502  136.977   11.465   65.596
    7503  135.064   10.560   64.670
    7504  123.884    1.621   63.594
    7505  128.875    4.883   58.764
    7506  124.470    6.851   62.025
    7507  126.229   -0.834   54.467
    7508  122.332   -3.263   42.322
    7509  120.622   -3.092   45.818
    7510  128.314   -5.218   44.187
    7511  125.778  -10.357   45.404
    7512  133.881  -11.125   52.164
    7513  125.664   -4.418   48.372
    7514  124.526   -5.386   55.159
    7515  119.939  -12.992   49.394
    7516  127.830  -13.246   55.986
    7517  135.500   -8.526   53.518
    7518  135.896   -1.079   64.130
    7519  134.170   -6.516   52.186
    7520  132.427   -9.634   52.076
    7521  132.035  -18.308   46.851
    7522  126.128   -8.175   46.429
    7523  123.338   -2.410   39.331
    7524  134.689   -5.943   45.166
    7525  139.563  -12.434   46.886
    7526  143.438  -11.364   55.138
    7527  132.431  -13.481   58.533
    7528  133.479  -13.463   63.031
    7529  130.613    3.782   56.693
    7530  131.501    5.031   52.239
    7531  131.165   -3.403   50.636
    7532  134.248   -0.511   49.033
    7533  137.259    4.396   54.619
    7534  140.603    5.247   42.926
    7535  141.683    3.219   50.469
    7536  137.624    7.755   48.141
    7537  140.054    7.034   51.567
    7538  138.190    9.919   51.089
    7539  138.143   -2.748   57.156
    7540  132.106   -2.969   57.527
    7541  120.771   -7.723   62.017
    7542  123.553   -5.972   70.915
    7543  132.002   -8.800   64.562
    7544  134.768  -16.933   59.232
    7545  135.186   -7.427   60.323
    7546  137.249   -5.008   63.618
    7547  146.916   -7.392   68.735
    7548  145.854   -9.184   66.746
    7549  147.185   -8.562   67.232
    7550  144.015  -16.186   62.231
    7551  131.608  -11.309   62.247
    7552  134.696  -14.915   55.155
    7553  129.454  -12.280   60.501
    7554  130.329   -7.286   61.490
    7555  129.871   -7.546   53.458
    7556  127.350   -9.703   46.380
    7557  125.098   -8.553   39.912
    7558  115.844   -9.873   37.469
    7559  113.945   -3.406   51.399
    7560  118.482   -9.683   45.055
    7561  124.286   -3.465   47.420
    7562  128.222   -1.432   49.367
    7563  117.660   -4.749   56.367
    7564  128.799   -7.230   46.752
    7565  130.215   -5.526   37.147
    7566  123.307    0.753   44.822
    7567  122.747   -3.895   43.564
    7568  125.036   -0.269   58.419
    7569  123.346    5.891   52.187
    7570  117.075    8.031   52.511
    7571  130.774    0.933   44.520
    7572  125.384    3.370   43.138
    7573  122.699   -6.511   35.208
    7574  116.238  -13.171   37.486
    7575  116.308   -4.530   33.271
    7576  123.130  -10.578   38.434
    7577  115.548  -15.206   44.322
    7578  121.832  -13.702   40.708
    7579  117.960   -4.362   41.239
    7580  116.703   -7.392   50.988
    7581  114.967  -12.412   54.040
    7582  112.636   -0.608   38.804
    7583  107.073   -8.866   38.703
    7584  112.044   -7.839   41.430
    7585  104.004   -8.942   31.453
    7586  104.233  -18.092   34.576
    7587  108.033   -8.022   30.008
    7588  110.410   -5.123   38.705
    7589  112.857   -0.753   48.384
    7590   98.419    2.849   43.036
    7591   99.834   -4.048   31.627
    7592  109.827   -1.125   30.239
    7593  108.809    6.471   33.691
    7594  110.006    7.736   26.965
    7595  115.830    6.115   28.834
    7596  105.518   24.537   23.390
    7597  114.627    0.626   18.578
    7598   98.390   -3.691   28.006
    7599   95.841  -12.027   22.720
    7600   93.401    0.723   32.803
    7601   95.066   -2.970   31.484
    7602  108.141   12.322   44.895
    7603  102.257   14.099   47.903
    7604  105.027    7.314   32.592
    7605  105.996   11.544   40.488
    7606  121.947    1.163   32.912
    7607  121.583    4.006   35.352
    7608  124.264    6.636   32.842
    7609  131.712    8.188   31.063
    7610  129.567   -3.828   24.018
    7611  124.125  -10.221   23.427
    7612  109.740   -8.603   25.830
    7613  114.511   -8.458   26.232
    7614  118.478  -11.051   36.157
    7615  117.160  -12.657   31.036
    7616  117.738  -17.205   27.463
    7617  117.458   -9.978   24.814
    7618  124.481  -11.376   28.133
    7619  118.671  -10.865   23.998
    7620  121.808   -2.523   28.418
    7621  124.840   -4.737   27.044
    7622  124.144    1.162   26.886
    7623  128.198   -5.695   25.536
    7624  127.638   -6.381   33.883
    7625  130.821    6.057   31.747
    7626  131.606    5.023   33.222
    7627  130.278    8.249   37.879
    7628  127.980    1.340   52.819
    7629  128.795    6.569   57.520
    7630  133.184    0.493   55.367
    7631  128.573    2.493   53.740
    7632  129.023    9.103   57.217
    7633  123.115   11.379   54.523
    7634  122.035   18.158   53.227
    7635  128.149   11.272   47.302
    7636  127.243   17.203   51.264
    7637  134.579   23.188   44.070
    7638  128.034   16.822   43.333
    7639  132.214   16.501   45.693
    7640  122.679   18.504   43.869
    7641  132.848   14.436   38.071
    7642  128.798   16.401   37.691
    7643  126.214   12.081   36.995
    7644  128.076   17.462   24.795
    7645  125.692   19.032   37.342
