#Frame      Mode1    Mode2    Mode3
   16742    5.057 -104.314  -80.584
   16743    6.267 -110.213  -86.725
   16744    3.582 -109.094  -76.691
   16745   -2.693 -102.439  -77.525
   16746   -3.424 -108.363  -93.452
   16747    0.889 -108.018  -98.810
   16748   -2.980 -107.653  -92.704
   16749    3.677 -108.845  -71.514
   16750    3.685 -104.353  -67.789
   16751    3.633 -105.285  -76.119
   16752    3.573  -98.944  -81.980
   16753   -4.469 -108.247  -82.281
   16754   -1.718 -109.463  -80.989
   16755  -10.187 -113.366  -79.802
   16756   -5.704 -119.166  -83.283
   16757   -2.116 -119.761  -75.131
   16758   -2.579 -112.555  -71.131
   16759   -2.239 -111.777  -77.369
   16760    2.088 -102.535  -78.062
   16761    8.466 -110.203  -76.250
   16762    6.070 -109.553  -87.616
   16763    8.334 -104.957  -84.362
   16764   16.113 -104.506  -83.618
   16765    9.158 -100.692  -77.897
   16766    7.604 -100.114  -82.471
   16767    6.919 -101.762  -86.628
   16768   12.376 -101.303  -78.522
   16769    6.287 -108.695  -77.821
   16770    7.516 -103.389  -87.904
   16771   14.022 -102.226  -84.469
   16772   24.394 -102.471  -81.692
   16773   12.462 -114.538  -82.460
   16774   11.921 -123.806  -78.915
   16775   23.193 -115.858  -79.686
   16776   14.490 -113.836  -83.872
   16777    9.511 -114.200  -81.360
   16778   -1.812 -115.353  -85.775
   16779   -5.689 -111.524  -87.155
   16780    1.557 -106.993  -68.151
   16781    4.304 -103.304  -66.660
   16782    5.323 -103.748  -63.649
   16783    0.387  -99.728  -60.509
   16784    2.789 -107.998  -60.098
   16785    4.815 -109.615  -61.010
   16786    7.839 -108.194  -54.210
   16787    4.588 -113.538  -49.495
   16788    2.107 -110.648  -46.192
   16789    6.089 -113.498  -58.602
   16790   -2.722 -106.281  -54.789
   16791    4.467 -102.363  -61.072
   16792   13.764 -115.159  -62.248
   16793   17.402 -115.725  -70.885
   16794   16.356 -107.899  -68.104
   16795   13.117 -109.670  -72.089
   16796    8.721 -118.446  -72.936
   16797   -2.400 -113.737  -82.120
   16798  -13.900 -118.144  -79.569
   16799   -9.082 -112.766  -86.964
   16800   -3.214 -104.912  -78.872
   16801   -2.415 -106.648  -78.010
   16802  -10.114  -98.718  -77.650
   16803   -8.417 -102.818  -82.116
   16804   -6.959  -97.633  -79.616
   16805   -0.269  -98.318  -74.365
   16806   -5.890  -96.211  -68.793
   16807    2.939 -101.159  -78.416
   16808    3.394  -96.757  -72.711
   16809   10.358 -104.062  -63.070
   16810    6.873  -95.659  -60.785
   16811   12.094  -88.505  -56.782
   16812    8.742  -92.319  -66.601
   16813    7.485  -95.948  -72.943
   16814    3.204  -98.822  -66.276
   16815   -4.763 -100.036  -62.017
   16816    0.930 -106.806  -70.214
   16817   -0.793 -109.131  -74.899
   16818    3.931  -93.883  -74.784
   16819    7.124  -95.185  -77.507
   16820    9.621  -96.490  -78.532
   16821   15.564  -99.963  -64.166
   16822   24.578 -104.298  -75.935
   16823   20.602 -107.997  -67.452
   16824   27.826  -99.916  -65.906
   16825   32.356  -94.606  -56.654
   16826   25.898  -94.731  -44.691
   16827   29.492  -98.613  -38.017
   16828   26.307 -100.283  -46.421
   16829   14.814 -100.583  -43.207
   16830   19.992 -106.069  -38.153
   16831   28.745 -112.091  -42.424
   16832   28.961  -99.649  -53.460
   16833   28.429 -101.791  -56.624
   16834   29.022 -106.822  -47.191
   16835   28.934 -109.292  -62.845
   16836   16.271 -106.943  -57.797
   16837   21.904  -96.739  -65.045
   16838   27.896 -100.762  -68.016
   16839   28.211 -102.951  -74.995
   16840   29.976 -103.189  -76.759
   16841   30.139  -99.009  -82.914
   16842   45.386  -97.830  -69.754
   16843   39.687  -99.207  -76.545
   16844   39.090  -93.592  -72.658
   16845   40.374  -91.497  -66.036
   16846   40.525  -95.031  -77.335
   16847   42.918 -100.141  -78.734
   16848   43.622  -97.436  -72.914
   16849   37.012 -105.635  -76.425
   16850   41.713 -101.004  -80.624
   16851   43.058 -100.573  -75.292
   16852   42.373 -104.888  -79.881
   16853   43.310 -112.379  -88.368
   16854   42.544 -104.232  -80.890
   16855   34.598 -116.137  -87.805
   16856   25.929 -113.207  -73.761
   16857   21.490 -106.109  -84.055
   16858   21.401 -106.408  -66.695
   16859   17.331  -98.381  -59.216
   16860   23.231 -100.459  -73.495
   16861   21.544 -107.113  -82.531
   16862   24.752 -106.020  -84.045
   16863   18.618 -118.592  -89.418
   16864   17.633 -118.342  -91.593
   16865   27.186 -115.652  -89.251
   16866   15.228 -115.933  -84.562
   16867   14.493 -120.111  -78.485
   16868   21.084 -124.798  -89.476
   16869   19.408 -123.498  -96.706
   16870   16.831 -117.149  -93.336
   16871   18.240 -116.908  -87.106
   16872   29.753 -121.418  -94.493
   16873   23.168 -119.361  -89.373
   16874   25.908 -124.623  -89.580
   16875   21.590 -122.592  -81.543
   16876   25.236 -122.651  -76.544
   16877   32.410 -124.110  -67.108
   16878   37.282 -109.865  -64.087
   16879   36.356 -115.251  -66.970
   16880   36.221 -106.692  -57.409
   16881   37.174 -104.409  -62.105
   16882   22.087 -104.880  -59.058
   16883   21.024 -108.221  -59.415
   16884   21.226 -113.467  -61.225
   16885   31.445 -123.216  -54.478
   16886   29.424 -119.447  -54.696
   16887   17.842 -118.768  -49.571
   16888   16.850 -115.600  -52.041
   16889   28.146 -113.445  -51.458
   16890   35.346 -113.490  -53.156
   16891   36.486 -114.508  -52.005
   16892   38.396 -112.841  -58.697
   16893   41.152 -116.602  -57.476
   16894   38.815 -123.140  -62.122
   16895   32.458 -128.797  -73.625
   16896   36.077 -125.547  -76.795
   16897   43.078 -129.913  -78.506
   16898   42.971 -117.718  -76.043
   16899   34.210 -117.248  -71.696
   16900   34.736 -118.888  -75.741
   16901   39.360 -114.115  -69.185
   16902   41.592 -116.104  -66.969
   16903   38.351 -111.125  -80.526
   16904   33.726 -111.060  -76.303
   16905   35.491 -105.594  -67.125
   16906   28.217 -108.424  -65.375
   16907   19.538 -118.523  -62.759
   16908   17.576 -111.608  -55.872
   16909   14.103 -111.695  -46.172
   16910   16.024 -120.813  -38.273
   16911   16.201 -122.701  -48.049
   16912   15.971 -116.902  -46.908
   16913   11.322 -125.164  -52.365
   16914   15.768 -130.407  -65.456
   16915   18.229 -128.538  -56.213
   16916   19.834 -125.534  -50.320
   16917   21.878 -133.388  -53.446
   16918   19.164 -129.297  -61.970
   16919    9.742 -129.617  -57.620
   16920    7.842 -120.917  -67.674
   16921    4.752 -118.238  -69.016
   16922   19.651 -124.237  -74.579
   16923   18.397 -120.141  -73.718
   16924   19.647 -126.658  -80.100
   16925   18.162 -118.853  -74.672
   16926   16.335 -116.348  -71.712
   16927   17.257 -117.025  -77.242
   16928   17.588 -116.064  -81.726
   16929   11.249 -114.802  -72.637
   16930   21.222 -123.236  -75.606
   16931   23.168 -115.513  -63.559
   16932   14.848 -111.735  -71.262
   16933   14.356 -116.842  -76.860
   16934   12.218 -130.424  -69.301
   16935   23.499 -121.147  -68.038
   16936   26.599 -119.815  -71.122
   16937   35.944 -124.453  -84.056
   16938   36.278 -118.226  -80.317
   16939   45.115 -111.305  -83.527
   16940   39.837 -109.080  -78.422
   16941   40.405 -109.193  -79.205
   16942   38.364 -104.258  -77.143
   16943   36.238 -106.778  -64.780
   16944   37.002 -124.131  -75.856
   16945   29.387 -121.828  -78.652
   16946   23.966 -122.560  -79.949
   16947   20.670 -134.201  -87.896
   16948   23.017 -128.725  -82.105
   16949   35.741 -126.987  -79.386
   16950   29.610 -122.022  -75.128
   16951   35.932 -114.806  -74.829
   16952   34.048 -111.864  -79.835
   16953   34.871 -118.485  -77.387
   16954   30.215 -114.091  -70.852
   16955   32.498 -121.543  -75.281
   16956   28.463 -127.239  -61.766
   16957   14.858 -133.676  -60.406
   16958    4.140 -124.559  -58.686
   16959   -1.874 -116.360  -52.141
   16960    0.810 -116.487  -62.968
   16961    2.901 -111.429  -66.414
   16962   -1.622 -109.466  -74.598
   16963   14.340 -111.012  -82.042
   16964   15.833 -110.593  -80.233
   16965    7.069 -116.834  -77.743
   16966    5.473 -116.014  -76.557
   16967    5.799 -115.414  -79.433
   16968   17.528 -115.242  -77.439
   16969   11.965 -121.199  -66.795
   16970    9.967 -116.753  -58.541
   16971   11.381 -116.830  -75.871
   16972    9.052 -124.265  -74.257
   16973   14.195 -127.157  -77.402
   16974   12.913 -128.144  -79.130
   16975   13.681 -132.412  -72.744
   16976    3.559 -130.572  -63.404
   16977   -1.518 -125.013  -74.942
   16978   -5.980 -117.463  -69.667
   16979    1.561 -109.405  -69.781
   16980    9.503 -103.239  -68.842
   16981    5.869 -117.708  -71.738
   16982   21.439 -115.512  -75.738
   16983   25.751 -126.185  -81.008
   16984   28.724 -113.919  -66.098
   16985   23.846 -115.361  -75.855
   16986   27.372 -116.210  -86.867
   16987   37.725 -118.673  -85.980
   16988   30.937 -118.201  -73.959
   16989   31.244 -115.947  -77.530
   16990   27.026 -122.463  -72.959
   16991   26.506 -129.252  -82.394
   16992   31.631 -127.745  -81.107
   16993   36.114 -130.086  -80.306
   16994   37.444 -130.998  -81.116
   16995   44.334 -136.612  -71.202
   16996   45.940 -138.467  -68.604
   16997   56.651 -124.821  -75.415
   16998   54.558 -125.068  -79.793
   16999   62.247 -126.489  -81.803
   17000   58.907 -118.352  -85.452
   17001   62.374 -114.942  -79.215
   17002   75.385 -120.026  -88.077
   17003   62.802 -117.094  -76.508
   17004   62.788 -118.625  -82.821
   17005   45.837 -117.141  -75.212
   17006   46.006 -120.777  -73.325
   17007   43.300 -118.755  -75.165
   17008   40.728 -121.637  -89.446
   17009   45.167 -113.504  -98.414
   17010   43.322 -117.691  -84.873
   17011   56.014 -127.451  -82.681
   17012   56.431 -124.188  -90.769
   17013   50.814 -122.702  -92.104
   17014   50.290 -118.626  -88.890
   17015   58.654 -126.061  -84.349
   17016   54.356 -130.740  -86.889
   17017   37.932 -135.503  -87.071
   17018   37.950 -131.610  -81.960
   17019   37.551 -129.572  -82.437
   17020   34.910 -120.319  -88.140
   17021   43.212 -122.083  -87.124
   17022   45.119 -110.925  -94.368
   17023   51.791 -106.896  -96.430
   17024   61.552 -105.171  -91.708
   17025   55.297 -107.525  -87.895
   17026   47.929 -114.179  -90.235
   17027   40.081 -117.543  -92.818
   17028   50.629 -112.633  -97.159
   17029   52.853 -113.546  -90.634
   17030   49.118 -108.366  -83.966
   17031   44.107 -110.781  -86.658
   17032   43.138 -114.757  -90.524
   17033   54.995 -115.681  -95.833
   17034   62.619 -115.960  -93.831
   17035   59.411 -112.388  -87.573
   17036   43.147 -113.250  -94.283
   17037   44.818 -112.042  -96.947
   17038   51.785 -110.611 -109.864
   17039   50.218 -114.679  -99.440
   17040   49.845 -119.773 -112.299
   17041   45.968 -122.843 -108.705
   17042   46.995 -129.440 -118.913
   17043   52.095 -123.032 -110.023
   17044   52.198 -126.193 -113.155
   17045   36.951 -125.517 -107.580
   17046   31.737 -123.754 -108.523
   17047   37.508 -133.903 -103.573
   17048   33.704 -128.770  -96.084
   17049   34.019 -113.304  -88.955
   17050   39.450 -115.584  -90.368
   17051   44.802 -121.378  -97.273
   17052   44.038 -121.410  -99.757
   17053   46.059 -116.393  -96.637
   17054   36.835 -115.279  -79.635
   17055   34.818 -119.728  -84.072
   17056   39.182 -125.296  -90.268
   17057   40.365 -113.254  -83.523
   17058   41.602 -124.384  -76.426
   17059   32.338 -115.407  -76.246
   17060   36.051 -108.415  -82.093
   17061   45.257 -107.254  -75.394
   17062   45.820 -117.669  -74.235
   17063   52.138 -124.416  -82.698
   17064   35.307 -119.101  -83.611
   17065   31.084 -114.273 -103.132
   17066   30.389 -114.631 -101.075
   17067   36.160 -117.878 -101.711
   17068   27.515 -121.760 -103.586
   17069   25.439 -120.269 -103.238
   17070   19.949 -121.273  -93.083
   17071   25.864 -116.837  -90.917
   17072   25.255 -115.993  -90.469
   17073   22.914 -114.690  -87.190
   17074   24.457 -117.536  -89.068
   17075   23.002 -111.716  -80.150
   17076   25.043 -113.938  -85.073
   17077   36.167 -119.279  -78.949
   17078   25.232 -118.051  -77.761
   17079   21.513 -110.111  -86.315
   17080   30.812 -106.077  -88.643
   17081   20.371 -102.877  -94.142
   17082   27.454 -100.853  -96.960
   17083   22.804 -102.751  -98.891
   17084   31.069 -109.179 -106.324
   17085   35.082 -113.935 -101.445
   17086   34.166 -110.696 -107.130
   17087   38.332  -99.099 -112.626
   17088   26.575 -108.651 -117.275
   17089   30.993 -112.060 -106.289
   17090   27.251 -104.350 -105.774
   17091   25.602  -98.873  -96.826
   17092   32.549  -96.015 -101.167
   17093   35.893  -96.070 -104.099
   17094   31.974  -88.846  -97.648
   17095   34.447  -82.660  -93.989
   17096   41.244  -90.200  -87.930
   17097   41.604  -98.026  -81.886
   17098   33.966  -93.580  -81.193
   17099   26.106  -89.354  -81.989
   17100   18.944  -85.829  -76.580
   17101   10.109  -95.639  -74.296
   17102    7.727  -98.509  -65.175
   17103   18.041  -89.633  -80.403
   17104   14.594  -92.951  -66.371
   17105   20.969 -102.510  -77.724
   17106    9.392 -103.823  -70.014
   17107    5.470 -107.730  -67.485
   17108    5.007 -111.549  -66.302
   17109    5.211 -107.801  -74.758
   17110   -8.108 -102.432  -80.068
   17111   -8.355 -105.435  -81.852
   17112   -6.096  -97.288  -86.524
   17113    3.499  -95.089  -73.806
   17114   12.048  -94.952  -75.252
   17115    5.307  -97.532  -60.967
   17116    4.226 -105.370  -65.181
   17117    2.386  -97.619  -59.462
   17118   12.372  -97.316  -64.088
   17119   19.832 -110.778  -57.547
   17120   25.449 -111.701  -55.624
   17121   25.759 -118.418  -64.472
   17122   18.264 -124.763  -61.623
   17123   17.906 -125.288  -63.894
   17124   19.601 -126.009  -65.949
   17125   16.868 -113.505  -61.891
   17126    3.849 -113.060  -67.443
   17127    9.546 -105.769  -68.507
   17128    3.845 -112.272  -64.223
   17129    2.114  -93.590  -67.823
   17130    7.560  -88.151  -67.142
   17131   14.308  -84.601  -72.903
   17132    8.216  -90.022  -80.753
   17133   17.037  -81.635  -79.754
   17134   13.891  -93.167  -71.439
   17135   16.970  -89.650  -75.323
   17136   10.064  -82.503  -84.006
   17137   16.085  -98.884  -81.236
   17138   21.539  -94.474  -74.790
   17139   26.053  -97.300  -80.424
   17140   26.289  -95.879  -75.170
   17141   25.488  -83.699  -74.762
   17142   30.037  -91.158  -77.663
   17143   23.618  -88.200  -79.810
   17144   10.196  -82.735  -74.236
   17145    9.328  -85.492  -77.562
   17146   18.138  -81.786  -78.085
   17147   27.785  -82.875  -68.463
   17148   26.884  -86.433  -73.993
   17149   33.103  -89.326  -66.940
   17150   27.353  -94.084  -67.116
   17151   17.318  -94.306  -59.813
   17152   -1.459  -87.729  -56.841
   17153   -1.414 -101.149  -59.211
   17154    1.223  -99.087  -65.815
   17155   -4.923  -91.449  -65.511
   17156    2.136  -97.031  -71.029
   17157   -0.274  -80.010  -66.889
   17158    1.788  -88.056  -79.078
   17159   -2.979  -92.794  -71.712
   17160  -10.288  -93.728  -80.886
   17161    2.431 -100.762  -90.386
   17162   -3.671  -93.197  -83.417
   17163   -7.143 -102.753  -82.259
   17164  -20.045 -114.081  -84.104
   17165  -24.820 -117.286  -70.205
   17166  -18.901 -109.439  -84.909
   17167  -25.178 -107.137  -85.247
   17168  -33.681  -97.205  -81.495
   17169  -27.705  -95.364  -82.090
   17170  -34.795 -107.047  -78.369
   17171  -32.303 -110.140  -79.211
   17172  -22.027 -115.371  -78.873
   17173  -21.626 -107.870  -71.657
   17174  -18.784 -108.539  -70.382
   17175  -16.730 -104.744  -72.233
   17176  -18.083 -112.035  -72.831
   17177  -15.712 -113.816  -67.375
   17178  -18.702 -109.987  -67.763
   17179  -16.037 -100.045  -70.804
   17180  -10.058 -114.849  -73.443
   17181  -19.102  -96.233  -73.910
   17182  -14.464  -99.439  -77.806
   17183  -19.137  -98.754  -72.254
   17184  -19.299 -102.869  -88.806
   17185  -20.894 -100.606  -80.628
   17186  -21.593  -98.670  -78.634
   17187  -19.931 -101.868  -83.113
   17188  -17.945 -102.365  -89.199
   17189  -20.552  -92.908  -88.377
   17190  -23.780 -104.162  -89.358
   17191  -22.466 -110.840  -84.757
   17192  -15.385 -105.564  -81.600
   17193  -15.314  -94.502  -72.317
   17194   -5.766 -103.026  -82.695
   17195  -16.855 -110.660  -77.192
   17196  -17.066  -94.288  -86.553
   17197  -13.350  -94.824  -85.318
   17198  -13.803  -95.085  -85.291
   17199  -16.735  -85.008  -76.324
   17200  -12.645  -75.227  -77.059
   17201   -9.363  -88.036  -75.562
   17202  -11.625  -79.374  -69.041
   17203  -16.847  -77.194  -61.283
   17204  -14.630  -73.491  -68.429
   17205  -20.879  -81.668  -71.183
   17206  -10.513  -82.507  -72.459
   17207   -6.136  -78.272  -69.636
   17208   -5.929  -75.758  -67.376
   17209  -20.262  -80.916  -58.681
   17210  -23.998  -85.935  -64.685
   17211   -8.982  -91.052  -62.495
   17212  -10.054  -91.656  -63.468
   17213   -5.095  -98.599  -66.017
   17214    2.748 -100.074  -58.020
   17215    8.313  -96.705  -60.663
   17216    9.139  -95.629  -69.500
   17217   20.992  -94.655  -59.798
   17218   19.916 -102.028  -62.596
   17219   17.131  -95.760  -59.890
   17220    7.372  -87.389  -57.744
   17221    5.328  -83.955  -53.132
   17222    3.791  -88.071  -46.901
   17223    3.810  -83.990  -49.073
   17224    5.775  -93.864  -57.571
   17225    6.320  -90.105  -62.244
   17226    6.397  -85.375  -65.608
   17227    5.051  -87.236  -60.375
   17228    8.479  -91.331  -63.626
   17229   18.743  -91.992  -68.620
   17230   17.249  -94.108  -68.519
   17231   27.592  -85.289  -63.740
   17232   10.286  -87.784  -60.873
   17233   -2.977  -93.571  -63.924
   17234    2.463  -93.760  -62.006
   17235   11.091  -99.879  -53.257
   17236    5.640  -98.696  -52.589
   17237    3.858  -97.250  -61.185
   17238    6.806 -100.055  -65.926
   17239   -6.465  -90.438  -75.073
   17240    3.680  -94.481  -70.394
   17241    5.452  -95.712  -69.655
   17242    7.689  -89.968  -58.415
   17243   -0.037  -89.330  -52.317
   17244    5.254  -89.704  -66.189
   17245    7.779  -99.040  -67.140
   17246   -0.635 -101.631  -68.253
   17247   19.644 -112.332  -75.849
   17248    4.657 -101.256  -73.344
   17249   -8.005 -107.892  -60.819
   17250   -7.179 -105.749  -71.855
   17251   -5.439 -101.584  -71.375
   17252   -9.036 -101.006  -77.743
   17253  -13.057  -93.456  -83.067
   17254  -15.546  -89.874  -75.008
   17255  -14.869  -88.624  -78.529
   17256  -12.297  -81.650  -80.203
   17257   -4.426  -92.716  -81.809
   17258  -14.104  -83.403  -74.584
   17259  -11.883  -90.543  -62.474
   17260  -14.453  -86.281  -77.017
   17261   -5.363  -87.541  -75.817
   17262   -5.541  -87.204  -71.968
   17263    1.381  -83.783  -82.860
   17264    3.857  -85.648  -73.069
   17265   -2.844  -93.246  -82.459
   17266    3.474  -91.385  -72.564
   17267    0.962  -92.532  -73.768
   17268    1.912  -96.836  -77.798
   17269   -5.725  -96.564  -81.353
   17270  -16.521 -104.472  -77.659
   17271  -17.883 -102.176  -62.340
   17272  -13.563 -100.521  -77.510
   17273  -17.944  -96.516  -69.637
   17274  -14.913 -103.809  -67.884
   17275  -15.800 -106.913  -72.132
   17276  -15.568 -110.003  -63.077
   17277  -27.949 -110.378  -56.634
   17278  -16.102 -104.670  -58.710
   17279  -23.042 -103.490  -53.610
   17280  -19.343 -109.813  -59.994
   17281  -17.255 -105.950  -51.584
   17282   -7.085 -105.472  -62.563
   17283   -4.662 -106.323  -62.300
   17284  -13.031  -96.888  -59.658
   17285  -18.243  -84.172  -72.881
   17286   -4.468  -92.509  -73.087
   17287   -1.666  -91.270  -77.302
   17288    0.281  -95.493  -64.581
   17289  -12.476  -93.942  -71.868
   17290  -16.069  -87.700  -60.161
   17291   -9.812  -88.636  -59.616
   17292  -15.822  -85.630  -61.032
   17293  -10.347  -90.782  -54.325
   17294  -17.679  -85.149  -51.318
   17295  -13.111  -78.669  -49.628
   17296  -16.872  -85.925  -52.276
   17297  -16.955  -94.229  -58.025
   17298  -27.792  -93.522  -51.001
   17299  -33.110  -91.837  -54.340
   17300  -25.958  -96.790  -57.530
   17301  -21.963  -97.962  -65.666
   17302  -29.540  -90.938  -58.049
   17303  -23.880  -86.507  -60.249
   17304  -12.588  -92.487  -61.268
   17305  -19.700  -96.485  -59.051
   17306  -13.365  -93.266  -78.447
   17307  -14.209  -94.300  -70.727
   17308  -11.723  -93.749  -71.737
   17309  -10.114 -106.030  -78.685
   17310   -8.951 -101.473  -75.650
   17311  -17.516 -112.309  -78.849
   17312   -5.898 -108.504  -79.707
   17313   -0.364 -106.941  -72.287
   17314    9.907 -111.618  -79.960
   17315   10.326 -108.138  -84.664
   17316   11.827 -117.452  -83.635
   17317    8.556 -108.065  -93.267
   17318    1.756 -104.601  -81.470
   17319    4.521 -105.669  -77.833
   17320   -3.225 -116.734  -79.725
   17321  -10.480 -118.031  -70.736
   17322  -12.305 -120.485  -80.400
   17323   -4.948 -116.671  -69.878
   17324   -0.716 -113.066  -80.760
   17325    7.120 -120.310  -77.905
   17326   14.046 -117.484  -77.056
   17327    7.107 -115.532  -74.750
   17328    3.325 -120.384  -62.906
   17329    3.631 -115.712  -60.914
   17330   -4.435 -119.915  -71.675
   17331   -8.266 -125.182  -65.905
   17332   -5.874 -118.994  -58.858
   17333    5.278 -128.066  -66.508
   17334   10.143 -121.374  -68.478
   17335   -4.684 -119.003  -62.319
   17336    4.677 -110.301  -70.236
   17337    2.101 -119.203  -71.574
   17338    1.237 -115.091  -70.061
   17339   15.207 -106.363  -68.059
   17340   14.386 -110.243  -70.212
   17341   11.266 -115.115  -77.147
   17342   14.165 -118.887  -75.665
   17343   16.742 -111.044  -75.629
   17344   11.378 -115.664  -81.747
   17345    1.466 -110.052  -89.029
   17346    3.550 -107.254  -96.289
   17347    7.718 -110.871  -94.445
   17348   17.295 -115.208 -100.441
   17349   10.336 -110.230  -92.157
   17350    8.496 -101.791  -85.592
   17351   12.256 -107.199  -81.148
   17352   10.657 -104.300  -84.666
   17353   13.916 -106.036  -79.917
   17354   12.969  -95.273  -75.575
   17355    7.667  -96.161  -77.682
   17356   10.225  -92.329  -80.926
   17357    3.138  -92.073  -81.771
   17358    0.183  -90.576  -77.926
   17359   -3.038  -92.977  -78.120
   17360   -1.544  -98.144  -83.235
   17361    2.031  -99.110  -84.211
   17362    0.324  -87.053  -89.846
   17363  -10.061  -88.258  -81.604
   17364   -6.646 -102.947 -100.832
   17365  -11.713  -91.283  -94.946
   17366  -11.827  -94.572  -88.180
   17367   -4.904  -95.032  -77.947
   17368   -7.459 -104.520  -73.461
   17369  -10.925 -109.178  -62.304
   17370   -8.720 -103.430  -76.491
   17371   -5.410  -98.843  -82.259
   17372   -0.372  -94.585  -73.326
   17373   -6.243 -104.436  -80.735
   17374  -11.219  -99.350  -89.992
   17375   -5.997  -96.909  -91.651
   17376  -13.493  -98.757  -89.292
   17377  -18.468  -86.357  -89.097
   17378   -9.609  -80.173  -84.489
   17379  -18.079  -83.468  -79.050
   17380  -25.276  -77.733  -70.089
   17381  -16.227  -81.454  -61.280
   17382  -11.939  -89.119  -66.429
   17383   -4.416  -83.956  -70.548
   17384   -5.297  -94.046  -70.809
   17385   -8.247  -94.924  -74.103
   17386  -12.129  -99.565  -71.991
   17387  -18.833  -93.798  -73.567
   17388  -15.708  -96.221  -76.906
   17389  -13.386  -88.645  -78.826
   17390  -11.104  -91.309  -88.726
   17391   -9.276  -98.039  -84.842
   17392  -10.890  -99.031  -85.419
   17393   -9.583  -84.750  -77.707
   17394  -22.405  -94.108  -75.677
   17395  -25.318 -103.180  -86.299
   17396  -21.542  -99.511  -93.155
   17397   -4.826 -108.294  -90.142
   17398  -11.085 -112.094  -88.168
   17399  -16.696  -97.651  -77.723
   17400   -8.243 -103.237  -87.152
   17401   -8.229 -113.862  -79.644
   17402  -14.461 -108.340  -79.942
   17403   -0.493 -112.538  -78.556
   17404   -7.405 -106.043  -72.380
   17405   -4.191 -109.445  -76.841
   17406    6.023 -117.137  -73.348
   17407    2.374 -116.957  -78.395
   17408   -0.281 -108.550  -66.976
   17409    6.028 -110.758  -63.021
   17410    3.413 -112.972  -65.833
   17411   12.672 -116.374  -73.412
   17412   15.661 -113.008  -67.745
   17413   12.332 -103.155  -72.136
   17414   21.597 -109.891  -70.673
   17415   12.674 -100.650  -67.522
   17416   11.047  -97.591  -80.719
   17417    8.023  -97.653  -76.183
   17418    7.782 -104.385  -73.683
   17419    2.686 -110.482  -75.869
   17420   -6.989 -111.502  -77.992
   17421    2.695 -104.087  -82.926
   17422   -3.364 -103.888  -89.023
   17423   -0.446 -100.082  -89.466
   17424   -0.098 -107.008  -86.036
   17425    3.939  -99.208  -77.803
   17426   -4.785 -101.207  -67.771
   17427   -1.467 -106.451  -71.191
   17428    1.947 -104.232  -72.698
   17429    2.302  -95.894  -67.108
   17430   -7.074 -102.168  -69.153
   17431    2.710 -107.296  -68.468
   17432    9.889 -106.791  -63.437
   17433   -0.942 -106.391  -71.498
   17434    0.143  -92.148  -76.596
   17435   10.494  -99.513  -68.061
   17436   10.051  -95.518  -72.967
   17437    3.536  -94.057  -80.924
   17438    6.561  -99.753  -60.421
   17439   -3.186  -99.459  -50.566
   17440    1.427 -102.910  -72.802
   17441   -1.555 -102.292  -64.527
   17442    0.097 -100.845  -68.154
   17443   -7.374  -92.628  -53.083
   17444   -7.382  -97.394  -69.194
   17445   -0.092 -100.250  -70.225
   17446    2.770 -106.837  -73.346
   17447    0.425 -107.772  -66.936
   17448    2.726 -110.285  -69.846
   17449    2.147 -110.648  -67.841
   17450   -3.247 -104.132  -62.759
   17451   -4.866 -103.548  -59.446
   17452  -10.415 -101.848  -56.257
   17453  -11.144 -111.796  -52.400
   17454    1.896 -108.980  -53.562
   17455    8.599 -109.319  -61.130
   17456    1.531 -101.295  -65.490
   17457  -12.928 -113.356  -64.213
   17458   -2.418 -108.708  -55.229
   17459    5.718 -108.592  -69.031
   17460   11.410 -104.325  -69.960
   17461   10.646  -90.785  -73.649
   17462   16.883  -91.633  -79.616
   17463   22.811  -93.827  -84.180
   17464   28.298  -88.952  -84.734
   17465   23.481  -97.940  -73.634
   17466   22.063  -99.020  -77.756
   17467   16.610  -96.154  -72.611
   17468    5.390 -100.529  -70.962
   17469    8.745 -100.809  -67.619
   17470   22.859  -99.359  -76.793
   17471   21.261  -97.267  -68.824
   17472   16.615 -102.456  -74.481
   17473   10.750 -103.382  -76.253
   17474   13.418 -107.400  -69.363
   17475   20.846  -97.057  -66.692
   17476   21.899 -103.725  -70.113
   17477   29.442 -109.334  -73.378
   17478   34.621 -109.161  -72.610
   17479   36.849 -116.035  -69.306
   17480   27.512 -103.241  -72.074
   17481   20.306 -100.063  -68.366
   17482   20.890  -91.920  -83.541
   17483   10.808  -91.853  -79.794
   17484   16.208  -96.262  -76.549
   17485   17.265 -103.333  -82.090
   17486   23.286 -112.932  -82.981
   17487   28.052 -118.039  -88.080
   17488   17.372 -118.839  -89.705
   17489   26.538 -123.949  -77.725
   17490   23.489 -117.299  -78.830
   17491   19.924 -116.898  -73.816
   17492   15.955 -121.440  -77.577
   17493   15.156 -111.344  -69.122
   17494   22.551 -113.998  -69.743
   17495   25.458 -111.259  -70.015
   17496   19.629 -109.753  -65.390
   17497   22.860  -99.146  -68.608
   17498   16.547 -110.348  -68.233
   17499   18.040  -99.889  -64.719
   17500   20.541  -97.505  -72.244
   17501   24.981  -96.733  -60.535
   17502   24.287  -88.701  -65.068
   17503   19.837 -106.772  -65.757
   17504    3.479 -105.276  -64.756
   17505    0.575 -102.579  -57.433
